female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,ed,incomehi
1,0,1,49.12,0,0,1,0,6.7,8.89,4.6,0.25751,12,0
1,1,0,34.78,0,1,1,0,6.7,8.89,4.6,0.25751,13,0
0,1,0,38.4,1,0,0,0,6.6,8.89,1,0.25751,13,1
1,0,1,36.45,0,0,1,0,6.6,8.89,1,0.25751,13,0
1,0,0,62.56,0,0,0,0,9,8.89,2.2,0.25751,16,0
0,0,1,63.25,0,0,1,0,9,8.89,2.2,0.25751,17,1
1,0,1,57.39,0,0,1,0,9,8.89,2.2,0.25751,12,0
1,0,0,40.9,0,0,0,0,9,8.89,2.2,0.25751,12,0
0,0,0,51.19,0,0,1,0,9,8.89,2.2,0.25751,15,1
0,0,1,41.34,0,0,1,0,6.7,8.89,5,0.25751,12,0
0,1,0,37.95,1,0,1,0,6.7,8.89,5,0.25751,12,0
0,0,0,31.82,0,0,1,0,6.7,8.89,5,0.25751,12,0
1,0,1,37.51,0,0,1,0,6.7,8.89,5,0.25751,12,0
0,0,0,47.79,0,0,1,0,6.7,8.89,5,0.25751,12,0
1,0,1,39.89,0,0,1,0,6.6,8.89,1,0.25751,17,0
0,0,1,47.15,0,0,1,0,6.8,8.89,1.5,0.25751,16,0
0,0,1,58.62,0,0,0,0,6.8,8.89,1.5,0.25751,16,1
1,0,0,57.75,0,1,0,0,6.6,8.89,0.5,0.25751,15,1
0,0,1,40.56,0,0,0,0,6.6,8.89,0.5,0.25751,13,0
1,0,1,47.23,0,0,1,0,6.6,8.89,0.5,0.25751,12,0
0,0,0,43.64,1,1,1,0,6.6,8.89,0.5,0.25751,13,1
1,0,0,53.01,0,0,1,0,6.6,8.89,0.5,0.25751,14,0
0,0,0,42.63,0,0,1,0,6.6,8.89,0.5,0.25751,15,0
1,0,1,38.95,0,0,1,0,9.8,8.89,4.3,0.25751,12,1
0,0,1,49.45,0,0,1,0,9.8,8.89,4.3,0.25751,17,0
0,0,1,58.68,0,0,1,0,9.8,8.89,4.3,0.25751,17,0
0,0,0,38.85,0,0,1,0,9.8,8.89,4.3,0.25751,16,0
0,0,1,42.05,0,0,1,0,9.8,8.89,4.3,0.25751,12,0
0,0,1,41.53,0,0,0,0,9.8,8.89,4.3,0.25751,13,0
1,0,1,40.98,0,0,0,0,9.8,8.89,4.3,0.25751,12,0
1,0,0,48.02,1,1,1,0,9.8,8.89,4.3,0.25751,15,1
1,0,1,45.95,0,0,0,0,9,8.89,2.5,0.25751,12,0
1,0,0,68.36,0,0,1,0,9,8.89,2.5,0.25751,17,0
1,0,1,43.39,0,0,1,0,9,8.89,2.5,0.25751,13,0
0,0,1,41.4,0,0,1,0,9,8.89,2.5,0.25751,12,0
1,0,0,51.48,0,0,1,0,9,8.89,2.5,0.25751,16,0
1,0,1,61.16,0,0,1,0,9,8.89,2.5,0.25751,15,0
1,0,1,53.36,0,0,1,0,7.2,8.89,1,0.25751,12,0
0,0,0,64.67,0,0,1,0,7.2,8.89,1,0.25751,13,0
1,0,0,58.29,0,0,0,0,7.2,8.89,1,0.25751,14,0
1,0,0,53.99,0,0,1,0,7.2,8.89,1,0.25751,12,1
1,0,0,60.27,0,1,1,0,7.2,8.89,1,0.25751,12,0
0,0,1,44.78,0,0,1,0,6.7,8.89,5,0.25751,15,0
1,0,1,52.76,0,0,1,0,6.7,8.89,5,0.25751,14,0
0,0,1,34.62,0,0,1,0,6.7,8.89,5,0.25751,12,0
0,0,1,60.32,1,0,1,0,6.7,8.89,5,0.25751,14,0
1,0,1,39.92,0,0,0,0,6.7,8.89,5,0.25751,14,0
1,0,1,42.46,0,0,0,0,6.7,8.89,5,0.25751,14,0
1,0,1,60.04,0,0,1,0,6.7,8.89,5,0.25751,15,0
1,0,1,40.81,0,0,1,0,6.6,8.89,0.1,0.25751,13,0
0,0,1,58.19,0,0,1,0,6.6,8.89,0.1,0.25751,15,0
1,0,1,38.33,0,0,1,0,6.6,8.89,0.1,0.25751,12,0
0,0,0,38.89,0,0,1,0,6.6,8.89,0.1,0.25751,12,1
1,0,0,55.48,1,0,1,0,6.6,8.89,0.1,0.25751,15,1
1,0,1,45.6,0,0,1,0,6.6,8.89,0.1,0.25751,16,0
1,0,1,44.6,0,0,1,0,6.6,8.89,0.1,0.25751,12,0
0,0,0,48.33,0,1,1,0,6.6,8.89,0.1,0.25751,16,1
0,0,1,37.16,0,0,1,0,8.7,8.89,2.1,0.25751,13,0
1,0,0,48.22,0,0,1,0,8.7,8.89,2.1,0.25751,16,1
1,0,0,59.24,0,0,0,0,8.7,8.89,2.1,0.25751,18,0
1,0,0,55.73,1,0,1,0,8.7,8.89,2.1,0.25751,12,0
1,0,0,62.28,0,0,1,0,8.7,8.89,2.1,0.25751,12,0
0,0,1,33.74,0,0,0,0,8.7,8.89,2.1,0.25751,12,0
1,0,1,41,0,0,0,0,8.7,8.89,2.1,0.25751,12,0
1,0,0,37.53,0,0,0,0,8.7,8.89,2.1,0.25751,13,1
0,0,1,43.36,0,0,0,0,8.7,8.89,2.1,0.25751,13,0
1,0,1,41.36,0,0,1,0,8.7,8.89,2.1,0.25751,12,0
0,0,0,48.74,1,1,1,0,8.7,8.89,2.1,0.25751,14,1
1,0,1,40.04,0,0,1,0,7.7,8.89,3.5,0.25751,12,0
1,0,1,41.06,0,0,1,0,7.7,8.89,3.5,0.25751,18,0
1,0,1,49.5,0,0,1,0,7.7,8.89,3.5,0.25751,16,0
0,0,1,53.37,0,0,1,0,10.5,12.96,9,0.71363,13,0
1,0,0,62.07,0,0,1,0,10.5,12.96,9,0.71363,12,1
1,0,1,40.84,0,0,1,0,10.5,12.96,9,0.71363,12,0
0,0,0,54.19,0,0,1,0,10.5,12.96,9,0.71363,12,0
1,0,1,54.49,0,0,1,0,10.5,12.96,9,0.71363,12,0
1,0,1,39.32,0,0,1,0,10.5,12.96,9,0.71363,14,0
0,0,1,52.29,0,0,1,0,10.5,12.96,9,0.71363,12,0
1,0,1,46.01,0,0,1,0,8.2,8.89,5,0.25751,14,0
0,0,1,37.29,0,0,1,0,8.2,8.89,5,0.25751,12,0
1,0,1,35.18,0,0,1,0,8.2,8.89,5,0.25751,12,0
0,0,1,54.49,0,0,1,0,22.3,8.89,12,0.25751,13,0
0,0,1,61.54,0,0,0,0,22.3,8.89,12,0.25751,13,0
0,0,1,63.95,0,0,1,0,22.3,8.89,12,0.25751,15,0
1,0,1,55.68,0,0,1,0,22.3,8.89,12,0.25751,14,0
1,0,0,54.19,1,0,0,0,22.3,8.89,12,0.25751,12,0
0,0,1,37.83,0,0,0,0,8.2,8.89,4,0.25751,12,0
0,0,1,54.81,0,0,1,0,8.2,8.89,4,0.25751,16,1
0,0,0,48.58,0,1,0,0,8.2,8.89,4,0.25751,16,0
1,0,1,54.81,0,0,1,0,8.2,8.89,4,0.25751,14,0
1,0,0,61.76,0,0,1,1,10.9,8.89,0.3,0.25751,12,0
0,0,0,66.17,1,1,1,0,4.7,8.89,0.6,0.25751,17,1
1,0,0,67.32,1,0,1,0,4.7,8.89,0.6,0.25751,16,1
1,0,0,59.88,1,0,1,0,4.7,8.89,0.6,0.25751,17,1
0,0,0,57.75,1,1,1,0,4.7,8.89,0.6,0.25751,16,1
0,0,0,66.66,1,1,1,0,4.7,8.89,0.6,0.25751,13,1
0,0,0,40.75,1,1,0,0,4.7,8.89,0.6,0.25751,16,0
1,1,0,32.14,0,1,1,0,4.7,8.89,0.5,0.25751,12,0
0,0,0,51.9,1,0,1,0,4.7,8.89,0.5,0.25751,12,1
0,0,0,49.33,0,0,0,1,8.2,8.89,0.8,0.25751,12,1
1,0,0,55.83,1,1,1,0,6.1,12.96,1,0.71363,15,1
0,0,0,52.86,1,0,1,0,6.1,12.96,1,0.71363,16,0
1,0,0,56.1,1,0,0,0,6.1,12.96,1,0.71363,17,0
0,0,0,53.22,1,1,1,0,6.1,12.96,1,0.71363,16,1
1,0,0,58.5,1,1,1,0,6.1,12.96,1,0.71363,13,0
0,0,0,62.65,1,1,1,0,6.1,12.96,1,0.71363,14,0
1,0,0,48.75,1,1,1,0,6.1,12.96,1,0.71363,17,0
0,0,0,60.24,1,1,1,0,6.1,12.96,1,0.71363,16,1
0,0,0,63.14,1,1,0,0,6.1,12.96,1,0.71363,13,0
1,0,0,61.51,1,1,1,0,6.1,12.96,1,0.71363,16,1
0,0,0,64.97,1,1,1,0,6.1,12.96,1,0.71363,14,1
0,1,0,53.04,1,1,1,0,6.1,12.96,1,0.71363,14,1
1,0,0,53.5,1,0,1,0,6.1,12.96,1,0.71363,16,1
1,0,0,58.35,1,0,1,0,6.1,12.96,1,0.71363,14,0
1,0,0,59.5,1,1,1,1,6.6,8.89,1,0.25751,13,1
0,0,0,43.62,1,0,1,1,6.6,8.89,0.6,0.25751,12,1
0,0,0,49.91,1,0,1,1,6.6,8.89,0.6,0.25751,13,1
1,0,0,58.06,1,0,1,0,8.2,8.89,0.4,0.25751,14,0
1,0,0,66.2,1,0,1,0,8.2,8.89,0.4,0.25751,14,0
1,0,1,41.22,0,0,0,0,8.2,8.89,0.4,0.25751,14,0
1,0,0,57.17,1,1,1,0,8.2,8.89,0.4,0.25751,14,0
1,0,0,57.64,0,0,0,0,8.2,8.89,0.4,0.25751,16,1
0,0,0,51.27,1,0,1,0,8.2,8.89,0.4,0.25751,15,1
1,0,0,56.38,1,0,1,0,8.2,8.89,0.4,0.25751,16,1
1,1,0,47.27,0,0,1,0,8.2,8.89,0.4,0.25751,14,1
1,0,0,57.3,0,0,1,0,8.2,8.89,0.4,0.25751,14,0
0,0,1,41.64,0,0,1,0,8.2,8.89,0.4,0.25751,15,1
0,0,0,49.84,0,0,1,0,7.7,8.89,0.4,0.25751,15,0
0,0,1,59.03,0,0,1,0,7.7,8.89,0.4,0.25751,16,0
0,0,0,54.08,0,0,1,0,7.7,8.89,0.4,0.25751,12,0
0,0,1,56.6,1,0,0,0,7.7,8.89,0.4,0.25751,15,0
0,0,0,44.06,0,0,1,0,7.7,8.89,0.4,0.25751,14,0
0,0,0,47.09,0,0,1,0,7.7,8.89,0.4,0.25751,12,0
0,0,1,49.2,0,0,1,0,7.7,8.89,0.4,0.25751,12,0
0,0,0,60.47,0,0,1,0,10.7,11.56,1.2,1.07737,16,0
0,0,0,54.38,0,0,1,0,10.7,11.56,1.2,1.07737,12,0
1,0,0,45.92,0,1,1,0,7.1,8.89,0.7,0.25751,15,1
1,0,0,63.09,0,0,1,0,7.1,8.89,0.7,0.25751,13,0
1,0,0,52.07,1,1,1,0,7.1,8.89,0.7,0.25751,16,1
1,0,0,56.38,0,0,1,0,7.1,8.89,0.7,0.25751,16,0
1,0,0,52.72,0,0,1,0,7.1,8.89,0.7,0.25751,12,0
1,0,0,65.13,0,0,1,0,7.1,8.89,0.7,0.25751,16,0
1,0,0,51.38,0,0,1,0,7.1,8.89,0.7,0.25751,12,0
1,0,0,43.15,0,0,1,0,7.1,8.89,0.7,0.25751,13,0
0,0,1,57.82,0,0,1,0,6.6,8.89,0.5,0.25751,17,0
0,0,1,47.82,0,0,1,0,6.6,8.89,0.5,0.25751,16,0
0,0,1,48.49,0,0,1,0,6.6,8.89,0.5,0.25751,12,1
0,0,1,49.73,0,0,1,0,6.6,8.89,0.5,0.25751,13,1
0,0,1,52.14,0,0,0,0,6.6,8.89,0.5,0.25751,12,0
0,0,1,53.41,0,0,1,0,6.6,8.89,0.5,0.25751,17,0
0,0,1,49.35,0,0,0,0,6.6,8.89,0.5,0.25751,13,0
0,0,1,57.5,0,0,1,0,6.6,8.89,0.5,0.25751,15,0
0,0,1,42.9,0,0,1,0,6.6,8.89,0.5,0.25751,12,0
0,0,0,57.37,1,1,1,0,6.6,8.89,0.5,0.25751,15,0
1,0,1,59.98,0,0,0,0,6.6,8.89,0.3,0.25751,12,0
1,0,1,57.29,0,0,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,1,44.64,0,0,1,0,6.6,8.89,0.3,0.25751,13,0
1,0,1,56.13,0,0,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,1,51.96,0,1,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,1,43.89,0,0,1,0,6.6,8.89,0.3,0.25751,12,0
1,0,1,51.75,1,0,1,0,6.6,8.89,0.3,0.25751,15,1
1,0,1,46.34,0,0,0,0,6.6,8.89,0.3,0.25751,14,0
1,0,1,61.75,0,0,0,0,6.6,8.89,0.3,0.25751,16,0
1,0,1,53,0,0,1,0,6.6,8.89,0.3,0.25751,16,0
1,0,1,37.09,0,0,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,1,51.23,0,0,1,0,6.6,8.89,0.3,0.25751,13,0
1,0,1,50.17,0,0,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,1,50.55,0,0,1,0,6.6,8.89,0.3,0.25751,12,0
1,0,1,53.33,0,0,1,0,6.6,8.89,0.3,0.25751,13,0
1,0,1,43.72,0,0,0,0,6.6,8.89,0.3,0.25751,16,0
1,0,0,54.62,1,1,1,0,6.6,8.89,0.2,0.25751,16,1
1,0,1,48.34,0,0,1,0,6.6,8.89,0.2,0.25751,13,0
1,0,1,51.99,0,0,1,0,6.6,8.89,0.2,0.25751,16,0
1,0,1,51.94,0,0,1,0,6.6,8.89,0.2,0.25751,14,0
1,0,1,56.02,0,0,1,0,6.6,8.89,0.2,0.25751,15,0
1,0,0,39.87,1,0,0,0,6.6,8.89,0.2,0.25751,12,1
1,0,0,48.49,0,0,1,0,6.6,8.89,0.2,0.25751,12,0
0,1,0,69.9,1,1,1,0,6.6,8.89,0.1,0.25751,17,1
0,0,1,53.58,1,0,1,0,6.6,8.89,0.1,0.25751,16,1
0,0,1,47.06,0,0,1,0,6.6,8.89,0.1,0.25751,16,0
0,0,1,61.16,0,0,1,0,6.6,8.89,0.1,0.25751,16,0
0,0,0,61.04,1,0,1,0,6.6,8.89,0.1,0.25751,15,1
0,0,1,68.44,0,0,0,0,6.6,8.89,0.1,0.25751,16,0
0,0,1,61.03,1,0,1,0,6.6,8.89,0.1,0.25751,16,1
1,0,1,46.91,0,0,1,0,6.8,8.89,1.5,0.25751,14,0
1,0,0,40.71,0,0,1,0,6.8,8.89,1.5,0.25751,13,0
1,0,1,40.6,0,0,1,0,6.8,8.89,1.5,0.25751,18,0
0,0,0,51.19,0,0,1,0,6.8,8.89,1.5,0.25751,12,0
0,0,0,51.73,0,0,1,0,6.8,8.89,1.5,0.25751,14,0
0,0,1,52.01,0,0,1,0,6.8,8.89,1.5,0.25751,17,0
1,0,1,52.76,0,0,1,0,6.8,8.89,1.5,0.25751,14,0
1,0,1,57.16,0,0,1,0,6.8,8.89,1.5,0.25751,14,0
1,0,0,53.5,0,0,0,0,6.8,8.89,1.5,0.25751,13,0
0,1,0,66.52,0,0,1,0,6.8,8.89,1.5,0.25751,12,0
1,0,0,69.32,0,0,1,0,6.6,8.89,1.4,0.25751,16,0
1,0,1,55.62,0,0,0,0,6.6,8.89,1.4,0.25751,12,0
1,0,0,66.31,0,0,1,0,6.6,8.89,1.4,0.25751,17,0
0,0,1,46.91,0,0,0,0,6.6,8.89,1.4,0.25751,17,1
0,0,0,57.42,1,0,1,0,6.6,8.89,0.3,0.25751,15,0
1,0,0,44.97,1,0,1,0,6.6,8.89,0.3,0.25751,14,1
0,0,0,42.08,1,0,1,0,6.6,8.89,0.3,0.25751,12,0
1,0,0,49.24,0,0,1,0,6.6,8.89,0.3,0.25751,15,0
0,0,1,51.69,0,0,1,0,6.6,8.89,0.3,0.25751,14,0
1,0,0,57.34,0,0,1,0,6.6,8.89,0.3,0.25751,16,0
1,0,0,67.18,0,0,1,0,6.6,8.89,0.3,0.25751,16,1
1,0,1,58.16,0,0,1,0,6.6,8.89,0.3,0.25751,16,0
1,0,0,58.44,0,1,1,0,6.6,8.89,0.3,0.25751,15,1
0,1,0,49.25,1,1,1,0,6.6,8.89,0.3,0.25751,16,1
0,1,0,50.83,0,0,1,0,6.6,8.89,0.3,0.25751,12,1
1,0,0,59.29,0,0,1,0,6.6,8.89,0.3,0.25751,15,1
0,1,0,56.53,0,0,1,0,6.6,8.89,0.8,0.25751,13,1
0,1,0,59.77,0,0,1,0,6.6,8.89,0.8,0.25751,15,1
0,0,0,43.17,0,0,1,0,6.6,8.89,0.8,0.25751,12,1
0,1,0,49.97,1,1,1,0,6.6,8.89,0.8,0.25751,16,1
0,1,0,53.41,0,1,1,0,6.6,8.89,0.8,0.25751,13,1
