arrests_ever_num,incarc_totmonths,favorite_icecream,optimistic_future,cigarette_ever,age_first_smoke,alcohol_ever,age_first_alcohol,race,age_bio_mom_birth,hh_income_1997,hh_net_worth_1997,highgrade_bio_dad,highgrade_bio_mom,highgrade_res_dad,highgrade_res_mom,race_ethnicity,depressed_lastmo,age,region,citizen,income_family,hh_pov_ratio,num_hh_under_18,num_hh_under_6,marrstat,marrstat_collapsed,msa,num_bio_child_hh,num_bio_child_nonres,religion,had_income_lastyr,wage_sal,spouse_hadjob,spouse_wage_sal,internet,weight,pray_daily,religion_import,smoke_days_lastmo,cigs_perday,drank_yesno,days_drank_lastmo,drinks_perday,drink5plus_days,marijuana,marijuana_days_lastmo,hard_drugs,hard_drugs_num,sex_num_lastmo,health,computer_hours_perweek,tv_hours_perweek,sleep_hours_pernight,drive_drink_lastmo,health_insure,wkswk_yr,hours_wk_yr,year_first_marry,highgrade_comp,highest_degree,hh_net_worth_age30,cohab_totalnum,marriages_totalnum,female,asvab_test_pct,est_wage_sal,est_spouse_wage_sal,height_inch,partner_same_sex
"0",0,"Vanilla",,"Yes",13,"Yes",12,"Black or African American",20,12000,1750,12,12,,,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",3606,12,3,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","NO",,,,"YES",210,"TRUE","Extremely important","30",2,"YES",2,3,"0","YES",1,"NO",,15,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","NO","0: weeks","0",,14,"Associate/Junior college (AA)",-46190,1,0,1,-.004,,,65,
2,0,"Vanilla","AGREE","No",,"No",,"White",31,,277501,13,20,13,20,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",42750,292,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",29500,"YES",7000,"YES",175,"TRUE","Somewhat important","0",,"YES",4,5,4,"NO",,"NO",,5,"Excellent","1 to 3 hours a week","3 to 10 hours a week",8,"0 times","YES",37,1480,,16,"Bachelor's degree (BA, BS)",,1,0,0,-.004,29500,7000,67,0
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"White",28,31000,,14,12,14,12,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",70000,268,3,1,"Married, spouse present","Married","In CBSA, in central city",,,"Roman Catholic","YES",25000,"YES",45000,"YES",185,"FALSE","Extremely important","30",20,"YES","30",2,"0","YES","0","NO",,3,"Good","7 to 9 hours a week","Less than 2 hours per week",8,"0 times","YES",34,1190,2011,14,"High school diploma (Regular 12 year program)",,2,1,0,45.353,25000,45000,72,0
5,0,"Chocolate",,"No",,"Yes",15,"Something else? (SPECIFY)",24,,,4,6,4,6,"Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",1600,6,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Agnostic","YES",600,,,"NO",200,"TRUE","Somewhat important",2,2,"NO",,,,"NO",,"NO",,,"Excellent","None","3 to 10 hours a week",8,"0 times","NO",27,1080,,12,"High school diploma (Regular 12 year program)","0",1,0,0,.578,600,,68,
7,0,"Chocolate","AGREE","Yes",2,"No",,"Something else? (SPECIFY)",27,,,4,6,4,6,"Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.","0","0",0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,"None, no religion - personal philosophy","NO",,,,"NO",195,"FALSE","Somewhat important",,,"NO",,,,"NO",,"NO",,,"Excellent","None","Less than 2 hours per week",8,"0 times","NO","0: weeks","0",,9,"None",,1,0,0,-.004,,,68,
6,60,"Chocolate","AGREE","Yes",10,"No",,"White",20,29010,87500,,14,12,14,"Non-Black / Non-Hispanic","None of the time",26,"North Central","Citizen, born in the U.S.","0","0",4,3,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Roman Catholic","NO",,,,"YES",185,"FALSE","Very important","30",5,"NO",,,,"NO",,"NO",,,"Excellent","10 hours or more a week","Less than 2 hours per week",6,"0 times","NO",13,364,,9,"GED",,0,0,0,27.23,,,72,
1,0,"Strawberry",,"No",,"No",,"Something else? (SPECIFY)",35,,,12,8,12,8,"Non-Black / Non-Hispanic","None of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"0",,15,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"White",21,35000,,12,12,12,12,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"None",,0,0,1,45.267,,,,
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"Black or African American",21,3900,34300,12,14,,14,"Black","None of the time",26,"North Central","Citizen, born in the U.S.",51500,301,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",14000,,,"YES",185,"TRUE","Very important","30",10,"NO",,,,"NO",,"NO",,,"Excellent","10 hours or more a week","Less than 2 hours per week",8,"0 times","YES",37,925,,12,"High school diploma (Regular 12 year program)",,0,0,0,30.815,14000,,73,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",31,,8450,,12,,12,"Black",,30,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,2,"Christian Church","YES",,,,,,"TRUE","Extremely important",,,,,,,,,,,,"Excellent","1 to 3 hours a week","3 to 10 hours a week",6,,"YES",40,1600,,10,"High school diploma (Regular 12 year program)",,1,0,0,-.004,,,,
"0",0,"Strawberry",,"Yes",15,"No",,"Black or African American",31,,8450,,12,,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"High school diploma (Regular 12 year program)",,0,0,1,-.004,,,,
"0",0,"Chocolate","AGREE","Yes",14,"Yes",14,"Something else? (SPECIFY)",18,,32250,10,11,10,11,"Hispanic","Some of the time",29,"North Central","Citizen, born in the U.S.",49436,328,1,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Roman Catholic","YES",40000,,,"YES",145,"TRUE","Very important",,,"YES",3,2,"0","NO",,"NO",,,"Good","1 to 3 hours a week","3 to 10 hours a week",6,"0 times","YES",29,1740,,12,"High school diploma (Regular 12 year program)",,1,0,1,17.958,40000,,67,
"0",0,"Chocolate","AGREE","No",,"No",,"Something else? (SPECIFY)",21,,32250,10,11,10,11,"Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",25000,142,2,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,"Roman Catholic","NO",,,,"NO",155,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Excellent","10 hours or more a week","3 to 10 hours a week",7,"0 times","NO","0: weeks","0",,12,"High school diploma (Regular 12 year program)",,1,0,1,21.198,,,65,
"0",0,"Chocolate",,"No",,"No",,"Black or African American",21,18090,-66050,,12,12,12,"Black","None of the time",30,"North Central","Citizen, born in the U.S.",10000,59,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Baptist","YES",,,,"YES",250,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Fair","Less than 1 hour a week","Less than 2 hours per week",8,"0 times","NO",37,740,,14,"High school diploma (Regular 12 year program)",42500,0,0,1,-.005,,,59,
4,0,"Chocolate",,"Yes",11,"Yes",14,"White",18,29000,6500,12,,12,13,"Non-Black / Non-Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",44161,169,3,1,"Never married, cohabiting","Never-married","In CBSA, not in central city",3,0,"Agnostic","NO",,"YES",22000,"NO",280,"FALSE","Not important at all","30",15,"YES","30",2,"0","NO",,"NO",,8,"Very good","None","More than 40 hours a week",7,"0 times","NO","0: weeks","0",,11,"GED",20900,1,0,0,-.004,,22000,82,0
2,1,"Strawberry","STRONGLY DISAGREE","Yes",9,"No",,"White",20,29000,6500,12,,12,13,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"High school diploma (Regular 12 year program)",,2,0,0,60.471,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"Yes",10,"White",27,30600,7000,,13,12,13,"Non-Black / Non-Hispanic","Some of the time",27,"South","Citizen, born in the U.S.",16003,109,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"None, no religion - personal philosophy","YES",16000,,,"YES",120,"FALSE","Not very important",15,2,"YES",12,3,4,"YES",3,"NO",,0,"Fair","1 to 3 hours a week","31 to 40 hours a week",7,"0 times","YES",41,1680,,14,"High school diploma (Regular 12 year program)",,0,0,0,87.268,16000,,69,
"0",0,"Chocolate","AGREE","No",,"No",,"White",17,33500,33000,12,11,12,11,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Christian Church","YES",25000,,,"NO",185,"TRUE","Somewhat important",,,"YES",10,3,5,"NO",,"NO",,3,"Good","None","3 to 10 hours a week",7,"0 times","NO",39,1560,,12,"High school diploma (Regular 12 year program)",,1,0,0,9.585,25000,,69,
"0",0,"Strawberry","DISAGREE","No",,"No",,"White",31,45000,26750,13,12,13,12,"Non-Black / Non-Hispanic","Some of the time",27,"North Central","Citizen, born in the U.S.",106750,399,2,2,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,"Baptist","YES",26000,,,"YES",170,"TRUE","Somewhat important",,,"YES",1,4,"0","NO",,"NO",,5,"Excellent","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",37,1480,,12,"High school diploma (Regular 12 year program)",,0,0,1,41.619,26000,,64,
"0",0,"None of these",,"Yes",14,"No",,"Black or African American",19,,,,12,,12,"Black","None of the time",30,"North Central","Citizen, born in the U.S.",,,3,2,"Married, spouse present","Married","In CBSA, in central city",3,0,"Pentecostal","NO",,"YES",600,"YES",145,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Good","Less than 1 hour a week","3 to 10 hours a week",7,"0 times","YES","0: weeks","0",2004,12,"High school diploma (Regular 12 year program)",2800,1,1,1,-.004,,600,64,0
"0",0,"Strawberry","DISAGREE","No",,"No",,"White",29,66500,-5500,13,12,13,12,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",122250,695,1,0,"Married, spouse present","Married","In CBSA, not in central city",1,0,"Baptist","YES",1500,"YES",163797,"YES",130,"TRUE","Extremely important",,,"YES","0",,,"NO",,"NO",,8,"Excellent","10 hours or more a week","Less than 2 hours per week",8,"0 times","YES",46,828,2005,17,"Bachelor's degree (BA, BS)",,0,1,1,50.045,1500,163797,62,0
1,0,"Strawberry","STRONGLY AGREE","Yes",12,"Yes",13,"Something else? (SPECIFY)",21,44500,9950,12,9,,,"Mixed Race (Non-Hispanic)","Some of the time",28,"North Central","Citizen, naturalized",10000,45,3,1,"Divorced, not cohabiting","Divorced","In CBSA, not in central city",3,0,"Christian Church","NO",,,,"NO",165,"TRUE","Extremely important",,,,,,,,,,,,"Good","None","11 to 20 hours a week",10,"1 time","YES","0: weeks","0",2004,12,"High school diploma (Regular 12 year program)",,3,1,1,-.004,,,,0
14,1,"Strawberry","AGREE","Yes",12,"No",,"White",20,44500,9950,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",26,"North Central","Citizen, born in the U.S.",39618,173,1,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",1,0,"None, no religion - personal philosophy","YES",21368,"YES",,"YES",165,"FALSE","Not important at all","30",40,"YES","30",10,27,"YES",27,"NO",,,"Good","Less than 1 hour a week","3 to 10 hours a week",6,"0 times","NO",11,440,,12,"High school diploma (Regular 12 year program)",,1,0,0,29.232,21368,,69,0
"0",0,"None of these",,"No",,"Yes",16,"White",23,8044,1750,12,14,,14,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",22000,194,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",22000,,,"YES",185,"FALSE","Not important at all",,,"YES","0",,,"NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",3,"0 times","YES",37,1480,,20,"Bachelor's degree (BA, BS)",-40450,0,0,0,60.604,22000,,71,
1,0,"Strawberry",,"Yes",13,"Yes",9,"White",26,87000,,12,12,12,12,"Non-Black / Non-Hispanic","Some of the time",31,"West","Citizen, born in the U.S.",32000,144,2,0,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Roman Catholic","NO",,"YES",32000,"YES",235,"FALSE","Not very important","30",15,"YES",1,2,"0","NO",,"NO",,30,"Good","1 to 3 hours a week","3 to 10 hours a week",6,"0 times","YES","0: weeks","0",1999,13,"High school diploma (Regular 12 year program)",-19500,0,1,1,53.892,,32000,70,0
"0",0,"Vanilla","STRONGLY AGREE","Yes",11,"Yes",8,"White",30,87000,,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",26,"North Central","Citizen, born in the U.S.",53350,183,4,3,"Married, spouse present","Married","In CBSA, not in central city",1,0,"None, no religion - personal philosophy","YES",35000,"YES",7000,"YES",225,"TRUE","Very important","30",8,"YES",3,2,"0","NO",,"NO",,10,"Very good","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","YES",40,1800,2004,13,"GED",,2,2,0,28.738,35000,7000,73,0
1,0,"Chocolate",,"No",,"Yes",15,"White",29,121000,600000,14,14,14,14,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,14,"Bachelor's degree (BA, BS)",,1,1,0,62.278,,,,
"0",0,"Vanilla",,"Yes",15,"Yes",14,"White",26,-7500,600000,14,15,14,15,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",79000,356,2,2,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Presbyterian","YES",30000,"YES",49000,"YES",141,"FALSE","Very important",,,"YES",3,2,"0","NO",,"NO",,15,"Excellent","7 to 9 hours a week","3 to 10 hours a week",8,"0 times","YES",31,806,2005,16,"Bachelor's degree (BA, BS)",143000,0,1,1,78.804,30000,49000,69,0
"0",0,"Strawberry","STRONGLY AGREE","Yes",12,"Yes",12,"White",33,107500,327000,16,16,16,16,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",51300,231,2,1,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Lutheran","YES",32500,"YES",18000,"YES",145,"TRUE","Very important",,,"YES",12,3,3,"NO",,"NO",,3,"Excellent","10 hours or more a week","31 to 40 hours a week",6,"0 times","YES",37,1850,2005,17,"Bachelor's degree (BA, BS)",,1,1,1,-.004,32500,18000,64,0
"0",0,"Vanilla","AGREE","No",,"No",,"White",27,52000,99500,12,14,12,15,"Non-Black / Non-Hispanic",,27,"North Central","Citizen, born in the U.S.",60000,271,2,2,"Married, spouse present","Married","In CBSA, in central city",1,0,"Baptist","YES",60000,"NO",,"YES",220,"TRUE","Extremely important",15,5,"YES",1,2,"0","NO",,"NO",,999,"Excellent","1 to 3 hours a week","Less than 2 hours per week",8,"0 times","YES",45,4002,2011,12,"High school diploma (Regular 12 year program)",,1,1,0,56.789,60000,,74,0
2,0,"Chocolate","AGREE","Yes",11,"No",,"White",28,52000,99500,12,14,12,15,"Non-Black / Non-Hispanic","Some of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"GED",,0,0,0,62.372,,,,
"0",0,"Chocolate","AGREE","Yes",13,"Yes",12,"White",26,56500,47900,10,11,10,11,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",46750,160,4,1,"Married, spouse present","Married","In CBSA, in central city",3,0,"None, no religion - personal philosophy","YES",27000,"YES",18000,"YES",160,"FALSE","Not very important","30",11,"YES","0",,,"YES",5,"NO",,35,"Excellent","1 to 3 hours a week","11 to 20 hours a week",7,"0 times","YES",37,1517,2005,10,"GED",,2,2,0,58.233,27000,18000,66,0
"0",0,"Strawberry",,"Yes",16,"Yes",16,"White",27,37500,314500,14,12,14,12,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,0,73.77,,,,
4,6,"Chocolate",,"Yes",12,"Yes",14,"White",24,,,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",30,"West","Citizen, born in the U.S.",79500,452,1,1,"Married, spouse present","Married","In CBSA, not in central city",1,0,"Nondenominational Christian","YES",42000,"YES",,"YES",185,"FALSE","Very important",,,"YES",2,3,"0","NO",,"NO",,4,"Very good","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",53,2230,2009,9,"GED",-10500,2,1,0,10.247,42000,,69,0
"0",0,"Chocolate","AGREE","No",,"No",,"White",32,,,16,16,16,16,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",71650,323,2,2,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Nondenominational Christian","YES",400,"YES",70000,"YES",130,"TRUE","Extremely important",,,"YES","0",,,"NO",,"NO",,10,"Very good","4 to 6 hours a week","Less than 2 hours per week",7,"0 times","YES","0: weeks","0",2004,17,"Bachelor's degree (BA, BS)",,0,1,1,98.174,400,70000,68,0
3,0,"Chocolate","AGREE","No",,"No",,"White",34,,,16,16,16,16,"Non-Black / Non-Hispanic","None of the time",27,"South","Citizen, born in the U.S.",142000,831,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",22000,,,"YES",165,"FALSE","Extremely important",,,"YES",5,3,1,"NO",,"NO",,,"Excellent","1 to 3 hours a week","Less than 2 hours per week",6,"0 times","NO",18,360,,14,"High school diploma (Regular 12 year program)",,0,0,0,94.264,22000,,74,
"0",0,"Strawberry",,"No",,"Yes",4,"White",20,70000,118500,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",51000,196,3,1,"Married, spouse present","Married","In CBSA, not in central city",3,0,"Lutheran","YES",51000,"NO",,"YES",270,"FALSE","Somewhat important",,,"YES",25,3,4,"NO",,"NO",,12,"Good","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",43,2795,2001,20,"Professional degree (DDS, JD, MD)",-179500,0,1,0,94.536,51000,,72,0
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"White",21,43000,150500,17,12,17,12,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,0,64.015,,,,
"0",0,"Strawberry","AGREE","No",,"No",,"White",26,,,14,15,14,15,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",70000,478,0,0,"Divorced, not cohabiting","Divorced","In CBSA, not in central city",,,"Agnostic","YES",56000,"YES",14000,"YES",110,"FALSE","Not very important",,,"NO",,,,"NO",,"NO",,3,"Excellent","10 hours or more a week","Less than 2 hours per week",4,"0 times","YES",41,1640,2006,,"Associate/Junior college (AA)",,1,2,1,86.623,56000,14000,61,0
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"White",27,55000,66000,18,16,18,16,"Non-Black / Non-Hispanic","None of the time",29,"West","Citizen, born in the U.S.",38500,225,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Mormon","YES",38000,,,"YES",185,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Very good","10 hours or more a week","Less than 2 hours per week",7,"0 times","YES",34,1360,,16,"Bachelor's degree (BA, BS)",,0,0,0,97.499,38000,,76,
"0",0,"Strawberry","STRONGLY AGREE","Yes",14,"Yes",14,"White",28,78109,144500,12,12,12,12,"Non-Black / Non-Hispanic","Some of the time",29,"North Central","Citizen, born in the U.S.",96000,562,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Roman Catholic","YES",80000,,,"YES",300,"TRUE","Somewhat important",,,"YES",10,3,2,"NO",,"NO",,4,"Very good","10 hours or more a week","3 to 10 hours a week",7,"1 time","YES",44,3340,,14,"Associate/Junior college (AA)",,1,0,0,89.556,80000,,74,
3,0,"Strawberry","DISAGREE","Yes",,"No",,"White",,76000,,,,18,20,"Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",,,1,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",9000,"YES",,"YES",165,"FALSE","Not important at all","30",10,"YES",15,3,4,"YES",1,"YES",4,0,"Very good","10 hours or more a week","Less than 2 hours per week",6,"2 or 3 times","NO",11,256,,13,"High school diploma (Regular 12 year program)",,4,0,0,98.597,9000,,70,0
"0",0,"Strawberry",,"Yes",14,"Yes",16,"White",29,,,13,12,13,12,"Non-Black / Non-Hispanic","Some of the time",31,"North Central","Citizen, born in the U.S.",316618,1971,2,2,"Married, spouse present","Married","In CBSA, in central city",2,0,"Free Methodist","YES",55000,"YES",30000,"YES",170,"TRUE","Very important",,,"YES",2,2,"0","NO",,"NO",,,"Excellent","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",44,2200,2002,19,"Bachelor's degree (BA, BS)",,0,1,1,81.017,55000,30000,70,0
"0",0,"Vanilla",,,,"No",,"White",30,,,13,12,13,12,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",20000,77,3,2,"Married, spouse present","Married","In CBSA, not in central city",3,0,"Nondenominational Christian","YES",20000,"NO",,"YES",242,"FALSE","Somewhat important",,,"NO",,,,"NO",,"NO",,12,"Good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",37,1776,2003,11,"High school diploma (Regular 12 year program)",,1,1,0,62.234,20000,,76,0
6,0,"Chocolate","AGREE","Yes",12,"No",,"White",29,35000,94000,12,9,17,9,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",38400,218,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Pentecostal","YES",37000,"YES",1400,"YES",168,"TRUE","Extremely important",,,"YES",20,2,"0","NO",,"NO",,15,"Excellent","1 to 3 hours a week","3 to 10 hours a week",7,"0 times","YES","0: weeks","0",2006,11,"High school diploma (Regular 12 year program)",,1,1,0,31.961,37000,1400,71,0
1,0,"Strawberry","DISAGREE","Yes",12,"No",,"White",31,35000,94000,12,9,17,9,"Non-Black / Non-Hispanic","Some of the time",27,"North Central","Citizen, born in the U.S.",,,1,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Lutheran","YES",7000,,,"YES",140,"FALSE","Somewhat important","30",15,"YES","0",,,"NO",,"NO",,5,"Good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",42,630,,12,"High school diploma (Regular 12 year program)",,3,0,1,48.265,7000,,67,
"0",0,,,,,,,"White",,,11750,,16,,16,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",24500,139,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Lutheran","YES",12000,"YES",12000,"YES",197,"FALSE","Somewhat important",,,"YES",3,1,"0","NO",,"NO",,5,"Good","10 hours or more a week","21 to 30 hours a week",5,"0 times","NO",37,1295,2007,12,"High school diploma (Regular 12 year program)",,0,1,0,-.004,12000,12000,74,0
"0",0,"Chocolate","AGREE","No",,"No",,"White",26,65000,,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",29,"West","Citizen, born in the U.S.",82500,469,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Nondenominational Christian","YES",,"YES",,"YES",120,"TRUE","Extremely important",,,"YES",5,5,"0","NO",,"NO",,4,"Excellent","4 to 6 hours a week","11 to 20 hours a week",8,"0 times","YES",1,39,2004,14,"Associate/Junior college (AA)",,0,2,1,55.156,,,65,0
"0",0,"None of these",,"Yes",13,"Yes",12,"White",25,46500,119500,16,17,16,17,"Non-Black / Non-Hispanic","None of the time",30,"West","Citizen, born in the U.S.",86800,593,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",49800,"YES",37000,"YES",170,"FALSE","Not very important",1,2,"YES",1,1,"0","NO",,"NO",,4,"Very good","10 hours or more a week","11 to 20 hours a week",7,"1 time","YES",42,1764,,15,"High school diploma (Regular 12 year program)",59500,3,0,0,81.717,49800,37000,67,0
"0",0,"Chocolate",,"No",,"Yes",15,"White",25,,,14,13,14,13,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"Bachelor's degree (BA, BS)",,0,0,1,54.185,,,,
"0",0,"Vanilla","AGREE",,,,,"White",34,120000,,12,16,12,16,"Non-Black / Non-Hispanic","Some of the time",29,"North Central","Citizen, born in the U.S.",44000,387,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Roman Catholic","YES",42000,,,"YES",155,"FALSE","Not very important",2,1,"YES",7,3,2,"NO",,"NO",,,"Excellent","1 to 3 hours a week","Less than 2 hours per week",8,"2 or 3 times","YES",37,1665,,18,"Master's degree (MA, MS)",,0,0,0,87.586,42000,,74,
3,2,"Strawberry",,"Yes",14,"Yes",14,"White",25,,,16,15,16,15,"Non-Black / Non-Hispanic","None of the time",31,"South","Citizen, born in the U.S.",41750,285,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"None, no religion - personal philosophy","YES",30000,"YES",10000,"YES",175,"FALSE","Not very important",,,"YES",4,2,"0","NO",,"NO",,15,"Very good","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES",52,3200,2010,17,"Bachelor's degree (BA, BS)",36000,1,1,0,-.005,30000,10000,75,0
"0",0,"Chocolate","DISAGREE","Yes",10,"Yes",11,"White",27,,,16,15,16,15,"Non-Black / Non-Hispanic",,29,"North Central","Citizen, born in the U.S.",50750,195,3,1,"Never married, cohabiting","Never-married","In CBSA, not in central city",3,0,"Pentecostal","YES",45000,"YES",5000,"NO",160,"FALSE","Very important","30",20,"YES",4,4,"0","YES",20,"NO",,15,"Fair","None","3 to 10 hours a week",5,"0 times","NO",49,2107,,9,"GED",,1,0,0,-.005,45000,5000,69,0
"0",0,"Chocolate",,"Yes",11,"Yes",11,"White",,83440,22210,,15,,15,"Non-Black / Non-Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",42250,247,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Free Methodist","YES",28000,"YES",14000,"YES",130,"TRUE","Very important",10,2,"YES",1,2,"0","YES",1,"NO",,8,"Very good","10 hours or more a week","3 to 10 hours a week",9,"0 times","YES",38,1520,,17,"Master's degree (MA, MS)",-15000,1,0,1,36.451,28000,14000,63,0
"0",0,"Vanilla",,"Yes",15,"Yes",15,"White",19,32500,7750,12,11,12,,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,1,-.005,,,,
"0",0,"Strawberry",,"Yes",14,"Yes",15,"White",28,46500,47500,12,12,12,12,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",104000,711,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Baptist","YES",55000,"YES",49000,"YES",150,"FALSE","Somewhat important",,,"YES",1,1,"0","NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",46,2254,2000,15,"Associate/Junior college (AA)",228500,0,1,1,73.582,55000,49000,66,0
