age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
37,29,1,"White",0,0,1,0,0,70000,"Other",1,0,3,2,"White","South",0,1,1,37,2007
25,,1,"White",0,0,0,0,,15000,"Humanities",0,1,0,0,"White","South",1,1,1,25,0
27,29,1,"White",1,0,1,0,19100,20000,"Education",1,0,1,1,"White","South",0,1,1,27,2008
54,48,1,"White",0,0,1,0,21110,75000,"Business",1,0,2,0,"White","South",0,1,1,54,1981
52,,1,"Black",0,0,0,0,,8000,"Business",0,1,0,0,"Black","South",0,1,1,52,1989
26,,1,"White",1,0,1,0,,26000,"Public service",0,1,0,0,"White","South",1,1,1,26,0
38,39,1,"White",0,0,1,0,45020,30000,"Other",1,1,1,1,"White","South",0,1,1,38,2007
41,,1,"White",1,0,1,0,,59000,"Public service",0,1,0,0,"White","South",1,1,1,41,0
45,49,1,"White",0,0,0,0,54000,25000,"Business",1,0,0,0,"White","South",0,1,1,45,1996
52,54,1,"White",1,0,1,0,91000,55000,"Business",1,1,3,0,"White","South",0,1,1,52,1982
54,52,1,"White",0,0,1,0,55000,91000,"Business",1,1,3,0,"White","South",0,1,1,54,1982
49,51,1,"White",1,0,1,0,158600,60000,"Other",1,0,0,0,"White","South",0,1,1,49,1982
47,44,1,"White",0,0,1,0,45400,88000,"Engineering",1,1,3,0,"White","South",0,1,1,47,1989
35,38,1,"White",1,0,1,0,60000,105000,"Social sciences",1,0,1,0,"White","South",0,1,1,35,2001
45,44,1,"White",0,0,1,0,57000,45000,"Business",1,0,2,0,"White","South",0,1,1,45,2000
39,,1,"White",0,0,1,0,,19200,"Other",0,0,0,0,"White","South",1,1,1,39,0
32,,1,"White",1,0,1,0,,25000,"Social sciences",0,0,0,0,"White","South",1,1,1,32,0
25,31,1,"White",1,0,1,0,56000,26500,"Social sciences",1,0,1,1,"White","South",0,1,1,25,2009
26,22,1,"White",0,0,0,0,17000,15000,"Business",1,0,1,1,"White","South",0,1,1,26,2010
49,53,1,"White",1,0,0,0,126900,26000,"Other",1,0,2,0,"White","South",0,1,1,49,1986
39,34,1,"White",1,0,1,0,9000,82000,"Education",1,0,3,0,"White","South",0,1,1,39,2003
26,,1,"White",1,0,1,0,,32000,"Public service",0,0,1,0,"White","South",1,1,1,26,0
51,35,1,"White",0,0,1,0,0,298000,"Engineering",1,0,4,0,"White","South",0,1,1,51,2010
42,42,1,"White",1,0,1,0,28800,26900,"Education",1,0,1,0,"White","South",0,1,1,42,1989
25,,1,"White",1,0,1,0,,26000,"Health",0,0,0,0,"White","South",1,1,1,25,0
27,29,1,"White",1,0,1,0,24000,44000,"Health",1,1,2,2,"White","South",0,1,1,27,2007
27,,1,"Asian",0,1,1,0,,32000,"Engineering",0,1,0,0,"Asian","South",1,1,1,16,0
28,,0,"Hispanic",0,1,1,1,,40000,"Humanities",0,1,0,0,"White","South",1,1,1,0,0
51,,1,"Black",1,0,1,0,,61000,"Health",0,1,1,0,"Black","South",0,1,1,51,1991
42,,1,"Black",1,0,0,0,,1000,"Engineering",0,1,0,0,"Black","South",0,1,1,42,1997
39,,1,"Black",1,0,1,0,,65000,"Business",0,0,2,1,"Black","South",0,1,1,39,1994
30,,1,"Black",0,0,1,0,,21000,"Engineering",0,0,0,0,"Black","South",1,1,1,30,0
30,,1,"Black",0,0,1,0,,47000,"Social sciences",0,1,0,0,"Black","South",1,1,1,30,0
28,,1,"White",1,0,0,0,,600,"Social sciences",0,1,0,0,"White","South",1,1,1,28,0
54,,1,"White",0,0,1,0,,20000,"Engineering",0,1,0,0,"White","South",0,1,1,54,1980
46,43,1,"White",0,0,1,0,55000,60000,"Business",1,1,3,0,"White","South",0,1,1,46,1992
31,,1,"White",1,0,1,0,,16200,"Engineering",0,0,0,0,"White","South",1,1,1,31,0
27,27,1,"White",1,0,1,0,65000,33000,"Education",1,1,0,0,"White","South",0,1,1,27,2009
37,35,1,"White",0,0,1,0,12300,150000,"Education",1,1,2,0,"White","South",0,1,1,37,2005
28,26,1,"White",0,0,0,0,14000,3000,"Public service",1,1,0,0,"White","South",0,1,1,28,2008
45,,1,"White",1,0,1,0,,33000,"Education",0,0,0,0,"White","South",1,1,1,45,0
39,37,1,"White",0,0,1,0,38000,48000,"Business",1,0,3,0,"White","South",0,1,1,39,2005
36,32,1,"White",0,0,1,0,20000,70000,"Social sciences",1,0,0,0,"White","South",0,1,1,36,2010
43,43,1,"White",1,0,1,0,120000,90000,"Business",1,1,2,1,"White","South",0,1,1,43,2000
52,,1,"Black",1,0,1,0,,32000,"Other",0,1,1,0,"Black","South",0,1,1,52,1984
29,,1,"Black",0,0,1,0,,5000,"Business",0,1,0,0,"Black","South",0,1,1,29,2004
50,56,1,"White",1,0,1,0,285000,23000,"Natural sciences",1,0,1,0,"White","South",0,1,1,50,1983
33,36,1,"Black",1,0,1,0,30500,31300,"Business",1,1,5,1,"Black","South",0,1,1,33,2007
47,47,1,"White",0,0,1,0,200,150000,"Engineering",1,0,5,0,"White","South",0,1,1,47,1983
46,46,1,"Black",1,0,1,0,73000,56000,"Education",1,1,2,0,"Black","South",0,1,1,46,1991
32,27,1,"White",0,0,1,0,31000,105000,"Engineering",1,1,1,1,"White","South",0,1,1,32,2009
52,,1,"White",1,0,1,0,,30000,"Engineering",0,1,0,0,"White","South",0,1,1,52,1981
46,53,1,"White",1,0,1,0,80000,60000,"Business",1,1,1,0,"White","South",0,1,1,46,1988
53,46,1,"White",0,0,1,0,80000,80000,"Business",1,1,1,0,"White","South",0,1,1,53,1988
40,,1,"Black",1,0,1,0,,64000,"Public service",0,1,2,0,"Black","South",1,1,1,40,0
36,,1,"Black",0,0,1,0,,75000,"Engineering",0,1,0,0,"Black","South",1,1,1,36,0
29,23,0,"White",0,1,0,0,24000,25000,"Education",1,1,0,0,"White","South",0,1,1,5,2009
27,,1,"Black",0,0,1,0,,50000,"Humanities",0,1,0,0,"Black","South",1,1,1,27,0
31,,1,"White",1,0,1,0,,42000,"Business",0,1,0,0,"White","South",0,1,1,31,2004
31,,1,"White",0,0,1,0,,28800,"Engineering",0,0,0,0,"White","South",0,1,1,31,2009
35,,1,"Hispanic",0,0,1,1,,35000,"Business",0,1,0,0,"White","South",1,1,1,35,0
33,,1,"Hispanic",0,0,1,1,,90000,"Business",0,1,0,0,"White","South",0,1,1,33,2001
36,37,1,"White",1,0,1,0,60000,45000,"Health",1,1,2,0,"White","South",0,1,1,36,1994
31,36,1,"White",1,0,0,0,80000,12800,"Humanities",1,0,1,1,"White","South",0,1,1,31,1999
48,48,1,"White",1,0,1,0,167000,50000,"Health",1,1,2,0,"White","South",0,1,1,48,1987
52,74,1,"White",1,0,1,0,134000,50000,"Humanities",1,1,0,0,"White","South",0,1,1,52,1999
38,,1,"White",1,0,0,0,,20000,"Humanities",0,1,0,0,"White","South",0,1,1,38,2004
37,,1,"White",0,0,0,0,,20300,"Social sciences",0,1,0,0,"White","South",0,1,1,37,1994
26,,1,"White",1,0,1,0,,41500,"Health",0,1,0,0,"White","South",1,1,1,26,0
32,,1,"White",0,0,1,0,,70000,"Engineering",0,1,1,0,"White","South",0,1,1,32,2004
54,,1,"Black",1,0,0,0,,900,"Health",0,1,0,0,"Black","South",0,1,1,54,1976
53,59,1,"White",1,0,1,0,55000,26000,"Social sciences",1,1,0,0,"White","South",0,1,1,53,1979
34,,1,"White",1,0,0,0,,60000,"Health",0,1,1,1,"White","South",0,1,1,34,2004
50,,1,"White",1,0,1,0,,57000,"Social sciences",0,0,0,0,"White","South",0,1,1,50,1985
46,42,1,"White",0,0,0,0,75000,37500,"Business",1,1,1,0,"White","South",0,1,1,46,1994
28,38,1,"White",1,0,0,0,90000,1000,"Natural sciences",1,1,0,0,"White","South",0,1,1,28,2010
48,47,1,"White",0,0,1,0,3800,165000,"Other",1,0,1,0,"White","South",0,1,1,48,1983
34,,1,"White",1,0,1,0,,35000,"Social sciences",0,1,3,1,"White","South",0,1,1,34,2002
39,,1,"White",0,0,1,0,,70000,"Engineering",0,0,0,0,"White","South",1,1,1,39,0
51,40,1,"White",0,0,1,0,0,285000,"Engineering",1,1,1,0,"White","South",0,1,1,51,1995
46,42,1,"White",1,0,0,0,50000,60000,"Education",1,0,2,0,"White","South",0,1,1,46,1996
33,38,1,"White",1,0,1,0,60000,40000,"Humanities",1,1,2,1,"White","South",0,1,1,33,2003
38,37,1,"White",0,0,1,0,27800,40000,"Humanities",1,1,2,2,"White","South",0,1,1,38,2001
40,46,1,"White",1,0,1,0,25000,60000,"Business",1,1,2,0,"White","South",0,1,1,40,1988
49,45,1,"White",1,0,1,0,40000,60000,"Health",1,0,1,0,"White","South",0,1,1,49,1986
29,,1,"White",1,0,1,0,,60000,"Health",0,1,0,0,"White","South",0,1,1,29,2007
44,,1,"White",1,0,1,0,,114000,"Humanities",0,1,2,0,"White","South",0,1,1,44,1990
26,28,1,"Black",1,0,1,0,2000,30000,"Public service",1,1,0,0,"Black","South",0,1,1,26,2011
46,47,1,"White",1,0,1,0,68000,60000,"Public service",1,1,1,0,"White","South",0,1,1,46,1985
47,46,1,"White",0,0,1,0,60000,68000,"Public service",1,1,1,0,"White","South",0,1,1,47,1985
26,28,1,"White",0,0,1,0,80000,48000,"Business",1,0,0,0,"White","South",0,1,1,26,2010
27,,1,"White",1,0,1,0,,25000,"Social sciences",0,1,0,0,"White","South",1,1,1,27,0
25,,1,"White",1,0,1,0,,34000,"Social sciences",0,1,0,0,"White","South",1,1,1,25,0
53,53,1,"White",0,0,1,0,50000,113000,"Business",1,1,1,0,"White","South",0,1,1,53,1982
49,45,1,"Hispanic",0,0,1,1,67000,75000,"Other",1,0,1,0,"White","South",0,1,1,49,1986
52,,1,"White",1,0,1,0,,41000,"Social sciences",0,1,1,0,"White","South",0,1,1,52,1984
28,,1,"White",0,0,1,0,,70000,"Business",0,1,0,0,"White","South",1,1,1,28,0
43,41,1,"White",0,0,1,0,51200,80000,"Engineering",1,0,4,2,"White","Northeast",0,0,1,43,1997
37,,1,"White",1,0,1,0,,40000,"Humanities",0,0,0,0,"White","Northeast",0,0,1,37,1994
47,,1,"White",1,0,1,0,,36000,"Social sciences",0,0,0,0,"White","Northeast",0,0,1,47,1991
32,37,1,"White",1,0,1,0,70000,35000,"Health",1,1,2,2,"White","Northeast",0,0,1,32,2003
37,32,1,"White",0,0,1,0,35000,70000,"Social sciences",1,1,2,2,"White","Northeast",0,0,1,37,2003
33,33,1,"White",1,0,1,0,46800,30000,"Education",1,0,2,1,"White","Northeast",0,0,1,33,2002
54,54,1,"White",1,0,1,0,50000,24000,"Education",1,0,2,0,"White","Northeast",0,0,1,54,1979
45,,1,"White",1,0,1,0,,29000,"Education",0,0,0,0,"White","Northeast",0,0,1,45,2005
29,,1,"White",0,0,0,0,,8000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,29,0
33,,1,"White",1,0,1,0,,39000,"Humanities",0,0,0,0,"White","Northeast",1,0,1,33,0
25,,1,"White",0,0,1,0,,30000,"Business",0,1,0,0,"White","Northeast",1,0,1,25,0
26,,1,"White",0,0,1,0,,35000,"Business",0,1,0,0,"White","Northeast",1,0,1,26,0
52,52,1,"White",1,0,1,0,39000,44000,"Education",1,0,2,0,"White","Northeast",0,0,1,52,1982
50,48,1,"White",0,0,1,0,22000,91000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,50,1984
29,,1,"White",1,0,1,0,,34600,"Education",0,0,1,1,"White","Northeast",0,0,1,29,2002
36,37,1,"White",0,0,1,0,0,59000,"Business",1,0,1,0,"White","Northeast",0,0,1,36,2001
41,,1,"White",1,0,1,0,,44500,"Social sciences",0,0,0,0,"White","Northeast",0,0,1,41,1997
42,43,1,"White",1,0,1,0,72000,33000,"Business",1,0,0,0,"White","Northeast",0,0,1,42,1996
34,35,1,"White",0,0,1,0,64000,125000,"Business",1,1,2,2,"White","Northeast",0,0,1,34,2008
35,34,1,"White",1,0,1,0,127000,64000,"Public service",1,1,2,2,"White","Northeast",0,0,1,35,2008
31,32,1,"White",0,0,1,0,94000,82000,"Engineering",1,0,2,1,"White","Northeast",0,0,1,31,2004
32,31,1,"White",1,0,1,0,82000,94000,"Health",1,0,2,1,"White","Northeast",0,0,1,32,2004
47,56,1,"White",1,0,1,0,20000,25000,"Education",1,0,0,0,"White","Northeast",0,0,1,47,1986
49,48,1,"White",0,0,1,0,3000,83000,"Business",1,0,0,0,"White","Northeast",0,0,1,49,1987
33,,1,"White",1,0,1,0,,63000,"Health",0,1,2,0,"White","Northeast",0,0,1,33,2002
52,,1,"White",1,0,1,0,,41000,"Humanities",0,0,0,0,"White","Northeast",1,0,1,52,0
49,38,1,"White",0,1,0,0,7000,291000,"Engineering",1,0,1,0,"White","Northeast",0,0,1,42,2000
47,53,1,"Other",1,0,1,0,77000,26000,"Health",1,0,0,0,"Other","Northeast",0,0,1,47,1983
39,,1,"White",1,0,1,0,,30000,"Business",0,0,0,0,"White","Northeast",0,0,1,39,2001
51,48,1,"White",1,1,0,0,125000,5500,"Education",1,0,2,0,"White","Northeast",0,0,1,27,1986
43,,1,"White",0,0,1,0,,57000,"Public service",0,1,0,0,"White","Northeast",1,0,1,43,0
27,,1,"Black",1,0,1,0,,61000,"Social sciences",0,1,0,0,"Black","South",1,1,1,27,0
41,39,1,"White",1,0,1,0,47000,85000,"Humanities",1,1,0,0,"White","South",0,1,1,41,2009
54,60,1,"White",1,0,1,0,65000,150000,"Social sciences",1,1,0,0,"White","South",0,1,1,54,1981
34,,1,"Black",0,1,1,0,,50000,"Business",0,1,0,0,"Black","South",1,1,1,25,0
40,,1,"Hispanic",1,0,1,1,,35000,"Other",0,1,1,0,"Black","South",0,1,1,40,1999
25,,1,"Black",0,0,1,0,,18000,"Business",0,1,0,0,"Black","South",1,1,1,25,0
26,,1,"White",1,0,1,0,,37000,"Public service",0,0,0,0,"White","South",1,1,1,26,0
54,,1,"White",1,0,1,0,,81000,"Natural sciences",0,1,0,0,"White","South",0,1,1,54,1983
49,,1,"White",0,0,1,0,,70000,"Business",0,1,0,0,"White","South",1,1,1,49,0
45,,1,"White",0,0,1,0,,95000,"Social sciences",0,1,0,0,"White","South",1,1,1,45,0
29,,1,"White",1,0,1,0,,62000,"Social sciences",0,1,0,0,"White","South",1,1,1,29,0
30,,1,"White",0,1,1,0,,95000,"Natural sciences",0,1,0,0,"White","South",1,1,1,26,0
45,,1,"White",1,0,1,0,,85000,"Engineering",0,1,0,0,"White","South",1,1,1,45,0
25,,1,"White",0,0,0,0,,6600,"Public service",0,1,0,0,"White","South",1,1,1,25,0
37,,1,"White",0,1,0,0,,25000,"Social sciences",0,1,0,0,"White","South",1,1,1,34,0
50,,1,"White",1,0,0,0,,100000,"Health",0,1,0,0,"White","South",0,1,1,50,1983
44,52,1,"White",1,0,0,0,114700,40000,"Engineering",1,1,2,0,"White","South",0,1,1,44,1992
46,48,1,"White",1,0,1,0,72000,45700,"Business",1,0,1,0,"White","South",0,1,1,46,1985
48,46,1,"White",0,0,1,0,45700,72000,"Business",1,0,1,0,"White","South",0,1,1,48,1985
27,26,1,"White",0,0,1,0,42000,80000,"Business",1,1,0,0,"White","South",0,1,1,27,2010
28,29,1,"White",1,0,1,0,46000,51000,"Humanities",1,1,0,0,"White","South",0,1,1,28,2008
36,,0,"Asian",0,1,0,0,,60000,"Business",0,1,0,0,"Asian","South",1,1,1,0,0
31,29,1,"White",0,0,1,0,56000,35400,"Humanities",1,1,3,3,"White","South",0,1,1,31,2005
27,,1,"Black",0,0,1,0,,72000,"Business",0,1,0,0,"Black","South",1,1,1,27,0
34,,1,"Black",1,0,1,0,,66000,"Social sciences",0,1,0,0,"Black","South",1,1,1,34,0
53,53,1,"Asian",1,1,1,0,48000,28000,"Business",1,1,3,0,"Asian","South",0,1,1,25,1980
38,38,0,"Asian",1,1,1,0,50000,36500,"Business",1,1,0,0,"Asian","South",0,1,1,10,2005
28,,1,"Hispanic",0,0,1,1,,30000,"Business",0,1,0,0,"Black","South",1,1,1,28,0
25,,1,"White",0,0,1,0,,68000,"Business",0,1,0,0,"White","South",1,1,1,25,0
43,47,1,"White",1,0,0,0,30900,18000,"Public service",1,1,1,0,"White","South",0,1,1,43,1993
48,,1,"White",1,0,0,0,,60000,"Health",0,1,0,0,"White","South",1,1,1,48,0
51,76,0,"Asian",1,1,1,0,47000,120000,"Health",1,1,2,0,"Asian","South",0,1,1,27,1985
30,,1,"White",0,0,0,0,,30000,"Engineering",0,1,0,0,"White","South",1,1,1,30,0
32,,1,"Black",0,0,1,0,,13200,"Social sciences",0,0,0,0,"Black","South",1,1,1,32,0
47,42,1,"Hispanic",1,0,1,1,42000,43000,"Business",1,0,7,3,"White","South",0,1,1,47,2005
41,36,0,"Black",0,1,1,0,19000,29000,"Health",1,1,0,0,"Black","South",0,1,1,6,2003
32,34,1,"Asian",0,1,1,0,38000,65000,"Health",1,1,2,1,"Asian","South",0,1,1,8,2003
44,47,0,"White",1,1,0,0,397000,5000,"Humanities",1,1,2,0,"White","South",0,1,1,10,1989
32,,1,"Black",1,0,1,0,,85000,"Social sciences",0,1,0,0,"Black","South",0,1,1,32,1999
44,44,1,"White",1,0,0,0,145000,50000,"Business",1,1,2,0,"White","South",0,1,1,44,1993
28,,1,"White",1,0,1,0,,90000,"Engineering",0,1,3,0,"White","South",1,1,1,28,0
43,50,1,"White",1,0,0,0,125000,30000,"Education",1,1,1,0,"White","South",0,1,1,43,1996
50,43,1,"White",0,0,1,0,30000,125000,"Business",1,1,1,0,"White","South",0,1,1,50,1996
30,,1,"White",1,0,1,0,,49400,"Social sciences",0,1,0,0,"White","South",1,1,1,30,0
29,,1,"White",1,0,0,0,,13500,"Natural sciences",0,1,0,0,"White","South",1,1,1,29,0
44,44,1,"White",1,0,0,0,120000,49000,"Other",1,1,2,0,"White","South",0,1,1,44,1992
30,38,1,"Black",1,0,1,0,84000,40000,"Humanities",1,1,1,1,"Black","South",0,1,1,30,2009
50,,1,"White",1,0,1,0,,99000,"Business",0,1,0,0,"White","South",0,1,1,50,1984
54,,1,"White",1,0,0,0,,21000,"Humanities",0,1,0,0,"White","South",1,1,1,54,0
51,,1,"Asian",1,1,1,0,,28000,"Other",0,1,0,0,"Asian","South",0,1,0,20,2007
54,,1,"White",1,0,1,0,,63000,"Natural sciences",0,1,1,0,"White","South",1,1,1,54,0
25,,1,"White",1,0,1,0,,69000,"Health",0,1,0,0,"White","South",1,1,1,25,0
45,,1,"White",1,0,1,0,,80000,"Natural sciences",0,1,0,0,"White","South",1,1,1,45,0
40,,1,"Black",1,0,1,0,,77000,"Health",0,1,0,0,"Black","South",1,1,1,40,0
33,40,1,"White",1,0,0,0,60300,5000,"Other",1,1,2,2,"White","South",0,1,1,33,2003
49,42,1,"White",0,0,1,0,2300,140000,"Social sciences",1,1,3,0,"White","South",0,1,1,49,1993
31,27,1,"White",0,0,1,0,2000,60000,"Business",1,1,0,0,"White","South",0,1,1,31,2007
28,,1,"White",1,0,1,0,,30000,"Other",0,1,0,0,"White","South",0,1,1,28,2006
34,38,1,"Black",1,1,0,0,56000,40000,"Health",1,1,1,0,"Black","South",0,1,1,15,2000
29,29,1,"White",1,0,1,0,90000,45000,"Humanities",1,0,0,0,"White","South",0,1,1,29,2006
50,48,1,"White",1,0,0,0,100100,75000,"Education",1,1,1,0,"White","South",0,1,1,50,1986
41,40,1,"Black",0,0,1,0,40000,56000,"Business",1,1,2,0,"Black","South",0,1,1,41,1995
40,41,1,"Black",1,0,1,0,68000,40000,"Business",1,1,2,0,"Black","South",0,1,1,40,1995
52,49,1,"White",0,0,1,0,0,88000,"Business",1,1,4,0,"White","South",0,1,1,52,1985
51,,1,"White",1,0,0,0,,4000,"Education",0,1,1,0,"White","South",0,1,1,51,1988
40,40,1,"Black",1,0,0,0,60000,65000,"Social sciences",1,1,2,0,"Black","South",0,1,1,40,1994
50,46,1,"White",0,0,1,0,121000,102000,"Engineering",1,1,2,0,"White","South",0,1,1,50,1996
49,48,1,"White",0,0,1,0,4000,52000,"Business",1,1,0,0,"White","South",0,1,1,49,1986
29,29,1,"White",1,0,1,0,36000,70000,"Engineering",1,1,0,0,"White","South",0,1,1,29,2006
51,55,1,"Asian",1,1,1,0,70300,66000,"Humanities",1,1,2,0,"Asian","South",0,1,1,33,1988
27,,1,"White",0,1,0,0,,15100,"Engineering",0,1,0,0,"White","South",1,1,1,26,0
39,,1,"Hispanic",1,0,1,1,,20000,"Education",0,1,0,0,"Asian","South",1,1,1,39,0
45,41,1,"White",0,0,1,0,55000,58000,"Humanities",1,1,0,0,"White","South",0,1,1,45,2005
50,,1,"White",0,0,1,0,,100000,"Engineering",0,0,0,0,"White","South",0,1,1,50,1993
54,57,1,"Asian",1,1,1,0,148000,42000,"Humanities",1,1,1,0,"Asian","South",0,1,1,14,1981
42,44,0,"Asian",1,1,1,0,13500,22000,"Education",1,1,1,0,"Asian","South",0,1,1,7,1989
47,,0,"Black",1,1,1,0,,29000,"Business",0,1,2,0,"Black","South",0,1,1,2,1992
46,43,1,"Black",0,0,1,0,29000,110000,"Business",1,1,1,0,"Black","South",0,1,1,46,1996
45,,1,"White",0,0,1,0,,110000,"Engineering",0,1,0,0,"White","South",0,1,1,45,1993
47,46,1,"Black",0,0,1,0,75000,120000,"Business",1,1,2,0,"Black","South",0,1,1,47,1998
29,27,1,"White",0,0,1,0,32400,54000,"Public service",1,0,1,1,"White","South",0,1,1,29,2006
49,46,1,"White",0,0,1,0,62280,60000,"Business",1,1,2,0,"White","South",0,1,1,49,1989
34,,1,"White",1,0,0,0,,12000,"Social sciences",0,1,0,0,"White","South",1,1,1,34,0
48,,1,"White",0,0,1,0,,200000,"Business",0,1,0,0,"White","South",0,1,1,48,1996
36,38,1,"White",0,0,1,0,0,60000,"Business",1,1,2,2,"White","South",0,1,1,36,1999
41,,1,"White",0,0,1,0,,30000,"Business",0,1,0,0,"White","South",1,1,1,41,0
32,,1,"White",1,0,0,0,,30000,"Social sciences",0,1,0,0,"White","South",1,1,1,32,0
31,,1,"White",0,0,1,0,,50000,"Humanities",0,1,0,0,"White","South",1,1,1,31,0
49,49,0,"Asian",0,1,1,0,125000,70000,"Natural sciences",1,1,1,0,"Asian","South",0,1,1,13,1997
31,34,1,"White",1,1,0,0,42000,15000,"Business",1,1,0,0,"White","South",0,1,1,18,2004
34,31,1,"Black",0,0,1,0,21000,42000,"Social sciences",1,1,0,0,"Black","South",0,1,1,34,2004
41,52,1,"White",1,0,1,0,111500,97000,"Natural sciences",1,1,0,0,"White","South",0,1,1,41,2005
50,,1,"Black",1,0,1,0,,99000,"Business",0,1,0,0,"Black","South",1,1,1,50,0
31,29,1,"White",0,0,1,0,78500,37500,"Business",1,1,0,0,"White","South",0,1,1,31,2008
29,31,1,"White",1,0,1,0,57000,60000,"Engineering",1,1,0,0,"White","South",0,1,1,29,2008
54,,1,"Black",1,0,1,0,,54000,"Other",0,1,2,0,"Black","South",1,1,1,54,0
54,58,1,"White",1,0,1,0,38000,120000,"Natural sciences",1,0,1,0,"White","South",0,1,1,54,1980
32,,1,"White",1,0,0,0,,20000,"Natural sciences",0,1,0,0,"White","South",1,1,1,32,0
40,32,1,"Black",0,0,0,0,29000,11000,"Business",1,1,1,1,"Black","South",0,1,1,40,2000
29,32,1,"White",1,0,0,0,106000,12000,"Other",1,1,1,1,"White","South",0,1,1,29,2006
32,29,1,"White",0,0,1,0,12000,100000,"Social sciences",1,1,1,1,"White","South",0,1,1,32,2006
51,57,1,"White",1,0,0,0,130000,15000,"Social sciences",1,0,4,0,"White","South",0,1,1,51,2001
39,39,1,"Black",0,0,1,0,225000,397000,"Social sciences",1,1,1,1,"Black","South",0,1,1,39,2002
47,43,1,"White",0,0,1,0,0,57000,"Business",1,1,3,0,"White","South",0,1,1,47,1996
53,54,1,"White",1,0,1,0,20000,47000,"Humanities",1,1,0,0,"White","South",0,1,1,53,1982
47,,1,"Black",1,0,1,0,,120000,"Health",0,1,2,0,"Black","South",0,1,1,47,1990
35,,1,"Hispanic",1,0,1,1,,60000,"Social sciences",0,1,1,1,"Black","South",0,1,1,35,2000
51,,1,"White",0,0,0,0,,60000,"Social sciences",0,1,0,0,"White","South",1,1,1,51,0
44,47,1,"White",1,0,1,0,180000,35000,"Business",1,1,0,0,"White","South",0,1,1,44,2007
25,,1,"White",1,0,1,0,,40000,"Humanities",0,1,0,0,"White","South",1,1,1,25,0
52,52,1,"White",1,0,0,0,98000,72000,"Humanities",1,1,0,0,"White","South",0,1,1,52,1981
39,39,1,"Hispanic",0,1,1,1,500,130000,"Business",1,1,2,2,"White","South",0,1,1,8,2006
39,39,0,"Hispanic",1,1,0,1,130400,500,"Business",1,1,2,2,"White","South",0,1,1,6,2006
26,,1,"White",0,0,1,0,,55000,"Social sciences",0,1,0,0,"White","South",1,1,1,26,0
53,57,1,"White",1,0,0,0,72000,5000,"Social sciences",1,1,0,0,"White","South",0,1,1,53,1981
35,,1,"Asian",0,0,0,0,,16000,"Humanities",0,1,0,0,"Asian","South",1,1,1,35,0
26,,1,"White",1,0,0,0,,12000,"Humanities",0,0,0,0,"White","South",1,1,1,26,0
38,39,1,"White",0,0,1,0,5900,397000,"Business",1,1,2,1,"White","South",0,1,1,38,2000
47,48,1,"White",0,0,1,0,0,150000,"Business",1,0,1,0,"White","South",0,1,1,47,1996
25,,1,"Black",1,0,0,0,,4500,"Natural sciences",0,1,0,0,"Black","South",1,1,1,25,0
27,,1,"Black",1,0,0,0,,4400,"Humanities",0,1,0,0,"Black","South",1,1,1,27,0
27,26,1,"White",0,0,1,0,63000,78000,"Business",1,1,2,0,"White","South",0,1,1,27,2003
26,27,1,"White",1,0,1,0,78000,63000,"Business",1,1,2,0,"White","South",0,1,1,26,2003
29,,1,"White",1,0,1,0,,50000,"Business",0,1,0,0,"White","South",1,1,1,29,0
40,38,1,"White",0,0,1,0,0,70000,"Business",1,1,3,0,"White","South",0,1,1,40,1994
31,32,1,"Black",1,0,1,0,50000,52000,"Social sciences",1,1,1,1,"Black","South",0,1,1,31,2007
50,,1,"White",0,0,1,0,,20000,"Health",0,1,0,0,"White","South",0,1,1,50,1980
45,45,1,"White",0,0,0,0,0,105000,"Technical",1,1,3,0,"White","South",0,1,1,45,1985
50,,1,"White",0,0,1,0,,86000,"Engineering",0,1,0,0,"White","South",1,1,1,50,0
52,52,1,"White",1,0,1,0,113800,99000,"Business",1,1,1,0,"White","South",0,1,1,52,1987
52,52,1,"White",0,0,1,0,100800,112000,"Engineering",1,1,1,0,"White","South",0,1,1,52,1987
48,,1,"Black",1,0,0,0,,16500,"Humanities",0,1,0,0,"Black","South",0,1,1,48,1990
29,,1,"White",1,0,1,0,,66000,"Health",0,1,0,0,"White","South",1,1,1,29,0
26,,1,"White",1,0,1,0,,69000,"Engineering",0,1,0,0,"White","South",1,1,1,26,0
54,51,1,"White",1,0,0,0,60000,5000,"Education",1,1,1,0,"White","South",0,1,1,54,1986
35,36,1,"White",1,0,0,0,90110,26600,"Social sciences",1,1,2,0,"White","South",0,1,1,35,2001
37,,1,"White",1,0,1,0,,51000,"Education",0,0,0,0,"White","South",1,1,1,37,0
49,47,1,"White",0,0,1,0,0,397000,"Engineering",1,1,2,1,"White","South",0,1,1,49,2002
46,47,1,"White",0,0,1,0,5000,397000,"Business",1,1,2,0,"White","South",0,1,1,46,1990
25,,1,"White",0,0,0,0,,4000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,25,0
53,,1,"White",1,0,1,0,,11800,"Humanities",0,0,0,0,"White","Northeast",0,0,1,53,2010
40,,0,"Asian",0,1,0,0,,3900,"Natural sciences",0,1,0,0,"Asian","Northeast",0,0,0,17,1997
